Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
1,United States,Northern America,4950,4870,153510,48788,31.01,572
2,China,Asiatic Region,1490,1482,34011,20809,22.83,324
3,Japan,Asiatic Region,1385,1359,19907,6240,14.37,187
4,United Kingdom,Western Europe,1201,1158,42851,6966,35.68,309
5,France,Western Europe,944,927,31001,5227,32.84,219
6,Canada,Northern America,740,730,20786,2744,28.09,245
7,Germany,Western Europe,722,701,25316,4033,35.06,247
8,Italy,Western Europe,596,580,15539,3340,26.07,189
9,Spain,Western Europe,580,567,14791,2956,25.5,203
10,Australia,Pacific Region,449,435,9790,1334,21.8,206
11,South Korea,Asiatic Region,426,423,10007,1152,23.49,153
12,Taiwan,Asiatic Region,406,400,12382,2637,30.5,190
13,Netherlands,Western Europe,391,384,9208,1193,23.55,178
14,India,Asiatic Region,385,380,5674,1564,14.74,167
15,Hong Kong,Asiatic Region,262,256,13419,1054,51.22,193
16,Singapore,Asiatic Region,254,249,10094,692,39.74,190
17,Brazil,Latin America,252,246,2581,496,10.24,116
18,Belgium,Western Europe,174,165,7547,755,43.37,143
19,Greece,Western Europe,171,168,4068,539,23.79,120
20,Israel,Middle East,168,167,6353,798,37.82,168
21,Mexico,Latin America,157,152,2319,411,14.77,97
22,Sweden,Western Europe,155,150,3319,549,21.41,104
23,Switzerland,Western Europe,155,151,8802,583,56.79,176
24,Poland,Eastern Europe,150,143,3670,865,24.47,110
25,Austria,Western Europe,127,120,2252,434,17.73,102
26,Ireland,Western Europe,122,118,3088,266,25.31,78
27,Turkey,Middle East,119,119,5151,775,43.29,156
28,Finland,Western Europe,117,117,2110,323,18.03,130
29,Czech Republic,Eastern Europe,113,112,4817,616,42.63,89
30,Portugal,Western Europe,104,101,3708,424,35.65,105
31,Iran,Middle East,83,80,1251,283,15.07,121
32,New Zealand,Pacific Region,74,71,2455,146,33.18,87
33,Russian Federation,Eastern Europe,73,72,628,130,8.6,62
34,Denmark,Western Europe,64,61,1110,205,17.34,82
35,Norway,Western Europe,61,60,1270,215,20.82,72
36,Ukraine,Eastern Europe,56,56,189,78,3.38,30
37,Slovenia,Eastern Europe,47,47,659,158,14.02,82
38,Malaysia,Asiatic Region,43,43,617,89,14.35,105
39,Thailand,Asiatic Region,40,40,494,93,12.35,54
40,Slovakia,Eastern Europe,38,37,464,163,12.21,57
41,Hungary,Eastern Europe,38,38,630,103,16.58,69
42,Serbia,Eastern Europe,37,37,194,58,5.24,56
43,Argentina,Latin America,32,32,568,59,17.75,47
44,Algeria,Africa,31,31,518,76,16.71,55
45,Egypt,Africa/Middle East,31,28,1569,127,50.61,83
46,Romania,Eastern Europe,28,27,832,70,29.71,64
47,South Africa,Africa,27,27,691,81,25.59,62
48,Bulgaria,Eastern Europe,25,24,235,25,9.4,35
